customer_id;date_diff_post;buy_post
13930902;1;1
27629397;1;1
28785057;1;1
39597699;1;1
27472067;0;0
14722543;1;1
11630496;1;1
18807606;1;1
37773482;0;0
40151524;1;1
21773345;1;1
23465711;1;1
21232259;0;0
35305059;1;1
38696733;0;0
28113555;1;1
23547105;1;1
36985577;1;1
21338170;1;1
33202490;1;1
336063;1;1
30227344;1;1
18176587;0;0
18802863;1;1
19157872;0;0
7964003;1;1
38282747;1;1
12151274;1;1
19743514;1;1
857441;0;0
41025320;0;0
1764568;1;1
21042196;0;0
13202416;1;1
29357032;1;1
519744;1;1
1506399;1;1
18339118;1;1
29482383;1;1
38461433;1;1
30793683;1;1
739898;1;1
8539030;1;1
24519494;0;0
22738079;1;1
14065074;0;0
21389924;1;1
25144769;0;0
18059426;1;1
32731584;0;0
21560274;1;1
570770;0;0
22369807;0;0
7844601;1;1
35314662;1;1
34036550;1;1
26875733;1;1
363702;0;0
3494288;1;1
29054116;1;1
20739178;0;0
23523209;1;1
199939;1;1
26451493;1;1
27003569;1;1
8116194;0;0
40181024;0;0
24351384;1;1
25857509;1;1
8458437;1;1
5739346;1;1
11225234;0;0
4181099;0;0
18380685;1;1
25184281;1;1
6865912;1;1
4276420;1;1
35043579;1;1
1727934;1;1
1206248;1;1
7112703;1;1
18706092;0;0
26076717;1;1
31033572;1;1
25778415;1;1
37418609;1;1
943752;1;1
37084445;1;1
10025889;1;1
30846766;0;0
33631965;0;0
900734;1;1
3038088;1;1
26965687;0;0
35420701;1;1
528514;1;1
8269510;1;1
27160115;1;1
7959803;1;1
4153951;1;1
30089816;1;1
37184885;1;1
11227230;1;1
6810826;1;1
18933038;1;1
25628487;0;0
24201121;1;1
35031382;0;0
22617561;0;0
10863943;1;1
28982145;1;1
11799928;1;1
26196935;0;0
28867289;1;1
23997090;1;1
24709891;1;1
20286159;1;1
398571;0;0
22793270;0;0
38035277;0;0
19324467;1;1
1708577;1;1
26772433;1;1
457621;0;0
26312744;1;1
18672868;1;1
22721672;0;0
12207225;1;1
8807616;1;1
23998975;1;1
21255365;1;1
26641851;1;1
39511533;0;0
21514732;0;0
8174748;1;1
1722090;0;0
24103969;1;1
11641455;1;1
26922022;1;1
8654162;1;1
28027994;1;1
33616734;1;1
37706480;1;1
9990171;1;1
45492599;0;0
2036228;1;1
21977474;1;1
30388915;1;1
35826154;0;0
24952750;1;1
18657982;0;0
38640854;1;1
24935771;1;1
6088249;1;1
12117009;1;1
13211394;1;1
37523962;1;1
23025816;1;1
18794263;1;1
33424175;0;0
23421784;1;1
31655974;0;0
27518873;0;0
10231177;0;0
37550252;1;1
26202573;1;1
29231361;0;0
11603185;1;1
11454782;0;0
18635154;0;0
40479132;1;1
41047317;0;0
7035628;1;1
604293;0;0
1698890;1;1
4448548;1;1
6443603;0;0
3037153;1;1
28810784;0;0
21429998;1;1
6792927;1;1
33249206;0;0
24409077;1;1
9999456;1;1
13247130;1;1
422747;1;1
908938;1;1
18451741;1;1
1036832;1;1
11181901;1;1
26669672;1;1
23945675;1;1
35331976;1;1
6573465;1;1
37218132;1;1
21367332;1;1
25453037;1;1
8190984;1;1
37443599;0;0
13199017;1;1
306428;0;0
26939605;0;0
7381360;1;1
2342202;0;0
359786;0;0
11301920;0;0
23308596;0;0
18828320;0;0
25697084;0;0
9061369;0;0
7448195;1;1
23443788;1;1
8550052;0;0
23148677;0;0
40166601;1;1
25681776;1;1
27840124;0;0
17916037;0;0
12322337;1;1
22553154;1;1
39348371;1;1
30891116;0;0
8738296;0;0
34512927;1;1
12921511;1;1
34534556;1;1
19014989;0;0
11785272;1;1
33747524;0;0
25113727;0;0
21890914;1;1
940573;1;1
39478713;0;0
28241502;0;0
5664552;0;0
6691306;1;1
44443899;0;0
21891016;1;1
11756752;1;1
27812658;1;1
12015498;0;0
32472856;0;0
12656345;0;0
34656734;1;1
25027820;0;0
37850993;0;0
33600874;0;0
9776863;1;1
12167781;1;1
3745822;1;1
23514024;1;1
23642117;1;1
17808206;1;1
34213520;0;0
17603317;1;1
8844919;1;1
26266898;0;0
23484917;1;1
467668;0;0
20443608;0;0
21255257;1;1
23887438;0;0
34347276;1;1
12043003;1;1
29283111;1;1
38895177;1;1
29138196;1;1
32861634;1;1
29066559;1;1
42843220;1;1
12865828;1;1
38034427;1;1
21870341;1;1
22822928;1;1
23761276;1;1
18469423;1;1
9371608;1;1
44762011;0;0
24733829;1;1
26662660;1;1
25051685;0;0
25251329;1;1
28229925;1;1
10890688;0;0
11347176;1;1
12224694;1;1
26319872;1;1
272051;1;1
24046254;1;1
33623056;1;1
5720491;1;1
21043944;1;1
25386509;1;1
23385083;1;1
28009891;0;0
19240886;1;1
29775002;1;1
24483959;0;0
28155495;0;0
1222994;1;1
12271622;1;1
33576253;1;1
23943671;1;1
18106840;0;0
9116664;1;1
12434924;0;0
28551074;0;0
22586542;1;1
32398354;1;1
28155151;1;1
1282937;0;0
23004023;0;0
11074016;0;0
42204209;1;1
18962622;0;0
12583603;1;1
21229890;0;0
239096;1;1
27356960;0;0
41629584;1;1
23888309;1;1
27326377;1;1
35335859;0;0
23966706;0;0
7471331;0;0
44586823;0;0
29488904;1;1
35136535;1;1
41617720;0;0
34877728;1;1
21155503;1;1
39841099;0;0
704257;1;1
34722149;1;1
7389603;0;0
21157051;1;1
21591012;1;1
29131959;0;0
20372677;1;1
11130731;0;0
12258037;0;0
21938910;0;0
2081202;1;1
30194858;0;0
370643;1;1
21802322;0;0
31729740;0;0
196541;1;1
4555820;1;1
4124392;0;0
38611592;1;1
24417601;1;1
24056184;1;1
7370524;1;1
19333029;1;1
8558350;0;0
21666315;0;0
11262261;1;1
18221905;1;1
25926833;0;0
25875198;1;1
34391478;1;1
24521398;1;1
17871531;1;1
24155021;1;1
7651984;1;1
737605;0;0
28160602;1;1
3184052;1;1
29444662;1;1
5037755;0;0
1594497;0;0
7485956;1;1
458097;1;1
12600231;0;0
24045273;1;1
24988060;1;1
11931190;1;1
36299434;0;0
27953210;1;1
12458142;0;0
31560119;1;1
26378476;1;1
34288866;0;0
31139705;1;1
19981982;1;1
19331267;1;1
11602383;1;1
641429;1;1
20510158;1;1
223424;1;1
27852454;1;1
31349211;0;0
22154253;0;0
10086722;1;1
11170268;1;1
24051857;1;1
27062813;0;0
8789270;0;0
30111643;1;1
33575476;0;0
18782105;0;0
10036014;0;0
39220721;1;1
18045341;1;1
12981743;0;0
764466;1;1
11114927;1;1
29048616;0;0
22806132;0;0
7752753;0;0
29058468;1;1
8463799;1;1
11734514;1;1
8473052;1;1
27413316;0;0
30192165;1;1
24484760;1;1
5789250;0;0
29600378;1;1
21281917;1;1
13259758;1;1
27318623;1;1
13815244;1;1
9772909;1;1
26153886;0;0
12685720;0;0
44283860;0;0
32185255;0;0
45484221;0;0
32175387;1;1
2217455;1;1
26463660;0;0
27169897;0;0
23551404;0;0
32749278;0;0
17795222;0;0
6694956;1;1
29359824;1;1
29475165;1;1
23355531;1;1
411886;1;1
11669844;1;1
22938437;0;0
38575876;1;1
18706580;0;0
12563005;1;1
12435908;0;0
28571527;1;1
11980168;1;1
18124810;1;1
24061470;0;0
18450668;1;1
45598760;0;0
3136007;1;1
8704246;1;1
35485618;0;0
20457229;1;1
2145245;1;1
19133082;1;1
10179400;1;1
27112607;1;1
42913186;1;1
10807374;0;0
33978490;1;1
21836113;0;0
3230392;1;1
8966758;1;1
26833182;1;1
6385119;1;1
20988738;0;0
40628945;0;0
28376979;1;1
26389882;1;1
2400265;1;1
25609525;1;1
12499085;1;1
21818359;1;1
1006434;1;1
7625041;1;1
23985656;1;1
13006564;0;0
37939932;1;1
18343572;0;0
28624087;1;1
35225802;0;0
22671953;1;1
12645839;1;1
9862688;1;1
11215678;1;1
8353340;1;1
33093376;0;0
19925889;1;1
18874448;1;1
636375;1;1
18317230;1;1
19073690;0;0
26378902;0;0
35210260;0;0
7262649;1;1
5709689;1;1
1804825;1;1
30554254;1;1
45314737;0;0
23992632;0;0
35023260;0;0
41771755;1;1
32262086;0;0
36740290;0;0
12719464;1;1
32974233;1;1
7906954;0;0
7787939;1;1
22979078;1;1
24986533;0;0
22886824;1;1
4572946;1;1
27151951;1;1
28291214;1;1
12538752;1;1
1439162;1;1
11729182;0;0
15951079;0;0
36974919;1;1
12747093;1;1
1198564;1;1
23638764;0;0
38894611;0;0
8869972;1;1
10843666;0;0
29554921;1;1
36082128;0;0
10099334;1;1
6620905;1;1
37261175;0;0
6240499;0;0
12391161;0;0
28890703;1;1
44511541;0;0
18427773;0;0
8041428;0;0
4095201;1;1
22316268;1;1
405274;0;0
11781237;1;1
24116186;1;1
38182790;1;1
12285503;1;1
703247;1;1
4002006;0;0
23147693;0;0
369603;1;1
4590656;1;1
11321391;0;0
27747245;0;0
18727733;1;1
6517818;0;0
15598095;1;1
28854331;1;1
43916601;1;1
37643407;0;0
11759700;0;0
24427357;1;1
34344998;1;1
28812131;0;0
8513286;1;1
21662234;0;0
12389040;0;0
34325216;1;1
38418718;1;1
31503916;1;1
1415733;1;1
23408692;1;1
30158402;1;1
28973400;1;1
24292900;1;1
7415113;0;0
28645654;1;1
36483250;0;0
7610289;0;0
19200911;0;0
12051745;1;1
1453497;1;1
36847698;1;1
32591549;1;1
22851796;0;0
34356304;0;0
41056234;0;0
7236047;1;1
37146488;0;0
25338280;0;0
367805;1;1
28881196;1;1
21610691;1;1
26591358;0;0
22087786;0;0
9568321;1;1
21925721;0;0
23493383;1;1
27887530;1;1
11255880;1;1
43475601;1;1
282562;1;1
38791461;1;1
24648103;1;1
28184209;0;0
21605527;1;1
27396630;1;1
19674987;1;1
36967532;1;1
12764961;0;0
1721109;0;0
22508699;0;0
23190836;0;0
1084454;1;1
12304473;1;1
6678831;0;0
7356001;1;1
5707458;0;0
27014651;0;0
18644028;0;0
21183927;1;1
32220019;1;1
10636048;1;1
28788927;1;1
9986398;0;0
8741358;1;1
21553839;0;0
34270184;1;1
19926912;1;1
10808082;1;1
27936552;1;1
19376393;0;0
33254049;1;1
24161941;1;1
32081615;1;1
31877387;1;1
6350363;0;0
18839336;1;1
18337651;1;1
25831488;0;0
36621722;1;1
18060573;0;0
19135504;0;0
24437928;1;1
35670401;1;1
31126237;0;0
23333157;1;1
10861345;1;1
4042150;1;1
28307162;1;1
25205880;1;1
38612096;0;0
6442114;1;1
24789411;1;1
12062973;0;0
11751193;1;1
21134313;1;1
10995284;1;1
11721609;0;0
22285886;0;0
14488451;0;0
22602625;1;1
21504192;1;1
18172836;1;1
22486171;1;1
32663724;1;1
11726055;1;1
27609037;1;1
35026015;0;0
23603828;1;1
32624388;1;1
3986900;1;1
26892817;0;0
7424678;1;1
21579973;1;1
34256125;1;1
8766939;1;1
8381464;1;1
45386794;1;1
23535834;1;1
367975;0;0
10173437;0;0
36579630;1;1
34691524;0;0
32801481;1;1
24943401;0;0
14636279;1;1
35527884;0;0
27403861;1;1
27450368;1;1
40850731;1;1
11795383;0;0
21949827;1;1
25823103;1;1
19003890;0;0
28035573;1;1
21611498;0;0
19875300;0;0
27178163;1;1
11758331;0;0
18111757;1;1
12007826;1;1
739396;1;1
11663503;0;0
44603361;0;0
21976919;1;1
3349335;1;1
11202283;0;0
21494950;0;0
489676;1;1
26425543;0;0
11715667;1;1
29419317;1;1
779766;1;1
28113840;0;0
28570362;1;1
22504422;1;1
18088152;1;1
12242018;0;0
1658638;0;0
21364015;0;0
18269145;1;1
6173041;1;1
9563136;1;1
12692214;0;0
448916;0;0
18114460;1;1
31970539;1;1
326809;1;1
13016807;1;1
19325223;0;0
7474751;1;1
28570139;1;1
9566309;1;1
27695017;1;1
26839303;1;1
40014457;0;0
22972542;1;1
21307644;1;1
30658398;0;0
2632571;0;0
24100204;1;1
12469953;1;1
29209553;0;0
1910741;0;0
7615751;1;1
35425227;0;0
8638131;1;1
9027774;1;1
23639187;1;1
44559397;1;1
18658372;1;1
12101042;1;1
39569475;1;1
22913266;1;1
1432506;1;1
8038992;0;0
24452289;1;1
18785360;1;1
3888301;1;1
29623393;0;0
38532731;1;1
26348448;1;1
41948287;1;1
18664139;1;1
29701469;0;0
27630469;1;1
8444933;0;0
23794022;1;1
24766884;1;1
5824415;1;1
38825788;0;0
10202287;1;1
28519020;1;1
27427188;1;1
22745620;1;1
38285217;1;1
10062717;1;1
25625095;1;1
11114348;0;0
23021337;0;0
40078547;1;1
26965692;1;1
28211289;1;1
24548185;0;0
42687442;1;1
43686443;0;0
30328162;1;1
11075320;0;0
12943469;1;1
11131008;1;1
26862133;1;1
21023988;0;0
9804741;1;1
29465667;0;0
27711730;0;0
9607939;1;1
2391005;0;0
9759608;1;1
682714;0;0
29603327;1;1
6548288;1;1
780854;0;0
4304242;0;0
39140556;0;0
17935885;1;1
8092455;0;0
19269210;1;1
29914057;1;1
10233667;1;1
35183960;1;1
19065714;1;1
22255722;1;1
24731825;1;1
574021;1;1
3362764;1;1
10071006;1;1
31815983;0;0
11588751;0;0
18053663;1;1
28487331;1;1
35832739;1;1
26972569;0;0
943575;1;1
34144971;1;1
24374393;0;0
5593839;1;1
17840120;1;1
22103891;1;1
35241373;0;0
13700011;1;1
38728943;0;0
9297162;1;1
25017743;0;0
28573342;0;0
11208380;0;0
20521737;1;1
39934717;1;1
22369777;1;1
12467987;1;1
5751976;1;1
26000889;1;1
23664161;0;0
29351455;1;1
8526783;1;1
38015604;1;1
24340749;0;0
10001313;1;1
22624319;1;1
7554869;0;0
32469493;1;1
21246336;1;1
21851915;1;1
14433909;0;0
1719608;0;0
22060005;0;0
24736948;0;0
18115204;1;1
24539408;0;0
15995341;1;1
34230241;1;1
19673084;0;0
26852007;0;0
28391137;1;1
36865556;1;1
17071569;0;0
24453044;1;1
7861857;1;1
31652980;1;1
12042934;1;1
23755606;1;1
6176418;1;1
21579757;0;0
12344957;1;1
23409382;1;1
43306661;0;0
6819429;1;1
9620946;1;1
27340338;1;1
6037305;1;1
17081028;1;1
24883765;1;1
10796534;1;1
7161060;1;1
24023380;0;0
28815744;1;1
30931035;1;1
4965698;1;1
18222214;1;1
35250379;0;0
11555561;1;1
1991958;1;1
6437329;0;0
37287958;0;0
12882533;1;1
3141886;1;1
35069490;0;0
7943245;1;1
22801771;1;1
10164940;1;1
7279101;1;1
288651;0;0
11621938;0;0
36953025;1;1
9598238;1;1
40251960;1;1
24420531;1;1
25396191;1;1
40286628;0;0
25780236;0;0
12648318;0;0
23712203;0;0
10264309;1;1
39647663;0;0
18338430;1;1
22912520;0;0
12158244;1;1
1146979;1;1
684198;1;1
9250741;1;1
32153455;1;1
12646415;1;1
3340396;1;1
400104;0;0
41050620;1;1
27549132;1;1
26262388;0;0
6025529;0;0
36986443;1;1
8007359;1;1
29790224;0;0
12785384;0;0
21227573;1;1
10289218;1;1
900827;0;0
41759261;1;1
6663309;0;0
35818430;1;1
36387109;1;1
8450641;0;0
34825055;0;0
20344307;1;1
21550524;0;0
32739753;0;0
18363528;1;1
41625849;1;1
7619071;1;1
40913237;1;1
23818385;0;0
35775229;1;1
24894310;0;0
28382644;0;0
23104504;0;0
331753;1;1
28450076;1;1
26086824;0;0
19233765;0;0
17509269;1;1
7079606;1;1
22236902;0;0
9568526;0;0
27703025;1;1
568456;0;0
26452986;1;1
1262428;1;1
6501924;1;1
22118179;0;0
11750462;0;0
9820458;1;1
30019431;1;1
10168610;0;0
42221894;1;1
30133321;0;0
10056235;1;1
22891734;1;1
20046387;0;0
27249870;1;1
22746122;0;0
7193137;1;1
23025770;0;0
34259124;1;1
1792139;1;1
18738626;0;0
10965350;0;0
504104;1;1
30823087;1;1
21552466;1;1
24212174;1;1
10807820;0;0
23347757;0;0
32260589;1;1
12951626;1;1
11573872;1;1
213361;1;1
40538067;0;0
25947578;1;1
23443860;1;1
34944982;1;1
8673275;1;1
11012686;1;1
17788512;1;1
8650334;0;0
22026082;0;0
21171395;1;1
16438401;1;1
2112797;1;1
309080;1;1
29574846;0;0
36031628;1;1
39250675;1;1
12968183;0;0
9703019;0;0
335176;1;1
18626897;0;0
9853356;1;1
856020;1;1
24554439;1;1
17236590;0;0
8238536;1;1
6835759;1;1
26579220;0;0
12895296;1;1
27536869;0;0
27942821;0;0
23009643;1;1
30120726;1;1
12348261;1;1
12491451;1;1
9791186;1;1
25768728;0;0
12819296;0;0
30186531;0;0
31512770;0;0
25315643;0;0
8551842;1;1
27598451;0;0
18687475;0;0
5851122;1;1
29192468;0;0
29035831;1;1
12283654;1;1
30331068;1;1
20158817;1;1
22476120;1;1
8621431;1;1
6440624;1;1
18905423;0;0
18983336;1;1
6119061;1;1
10792095;1;1
8340965;1;1
26412736;0;0
4050637;0;0
20458656;0;0
32339757;0;0
25008707;1;1
8791592;1;1
6924820;1;1
18030259;1;1
25922728;1;1
23794412;1;1
6450326;1;1
18282673;1;1
9553368;0;0
23915791;1;1
6411863;1;1
23629678;1;1
8858747;0;0
25751143;1;1
29624953;1;1
19545499;0;0
24180217;0;0
25308715;1;1
9920553;1;1
18894686;1;1
7255381;1;1
7103259;0;0
11923635;0;0
21799670;1;1
28098026;0;0
24854404;0;0
7078155;0;0
9749361;0;0
41557475;0;0
1761365;1;1
9861145;0;0
26233559;1;1
29596650;0;0
758791;1;1
29711226;1;1
28785260;1;1
14418651;0;0
41505684;1;1
6449514;0;0
19389847;1;1
13017039;1;1
28675094;1;1
1705870;1;1
8021310;0;0
1629212;0;0
7152548;0;0
1114903;1;1
7044146;0;0
25424941;1;1
24955649;0;0
1400333;0;0
6489785;0;0
18299954;0;0
23309970;0;0
6916113;1;1
21822451;0;0
12433686;1;1
6030948;1;1
7726226;1;1
8215289;1;1
30744160;0;0
13133551;1;1
23297619;1;1
26568657;0;0
34694096;0;0
1537948;0;0
7642557;1;1
17515434;1;1
41443491;1;1
9961667;1;1
22807610;1;1
33276229;1;1
450123;1;1
742969;1;1
10963075;1;1
34936216;0;0
25394130;0;0
18959896;1;1
27364533;1;1
42255853;0;0
9828574;0;0
22827288;1;1
22030704;0;0
25463888;0;0
12021670;1;1
39740340;1;1
2023092;1;1
26446775;0;0
8659964;1;1
12343406;0;0
18436680;1;1
32022734;1;1
38507329;0;0
8053005;1;1
3303576;0;0
12288640;1;1
9938046;1;1
1613154;1;1
2969184;1;1
30204453;0;0
32559512;0;0
28518002;1;1
44909111;1;1
6433363;1;1
11481055;1;1
26229421;1;1
26114399;1;1
29168446;0;0
21003058;1;1
27939675;0;0
32016300;0;0
27560953;0;0
23361898;1;1
24078429;0;0
21033994;1;1
20497033;1;1
43638700;1;1
22034639;1;1
8182129;0;0
33886382;1;1
22717489;0;0
347565;0;0
29370879;1;1
11163491;1;1
28953093;0;0
34063569;0;0
2493656;1;1
40606910;1;1
13070059;1;1
8079430;1;1
23498428;1;1
43576739;1;1
29954204;1;1
28275588;0;0
24440800;1;1
25314452;0;0
23747193;1;1
637159;1;1
7756377;1;1
36245982;1;1
12816872;0;0
20901298;0;0
23487458;0;0
1663267;1;1
22624425;1;1
516451;1;1
587238;1;1
24110453;0;0
39433951;1;1
19515275;1;1
12426240;0;0
25125718;1;1
28725680;1;1
482482;1;1
18071420;0;0
17982334;1;1
11653919;1;1
12294726;1;1
45992204;0;0
12012189;0;0
30542007;1;1
250831;1;1
8696091;1;1
24828723;1;1
11744106;0;0
452104;1;1
21894619;1;1
36108105;1;1
12282753;1;1
20029990;1;1
17237212;1;1
20949915;1;1
21069417;1;1
36535913;0;0
21305234;1;1
8202954;1;1
23397152;1;1
45871295;0;0
13689122;0;0
15784293;1;1
5877556;1;1
28879692;0;0
11181696;0;0
40477026;0;0
223835;0;0
411253;1;1
19139029;1;1
24425984;0;0
21046112;1;1
22084290;1;1
18102379;1;1
38806554;1;1
30108717;1;1
25040327;0;0
14000903;0;0
11093166;1;1
11375071;1;1
2141435;1;1
10288955;1;1
1445737;1;1
784018;1;1
11742147;1;1
221761;1;1
7182355;0;0
15408960;1;1
45703476;1;1
22710571;1;1
24486692;1;1
4220688;1;1
38652296;0;0
9888852;0;0
12527703;1;1
6600737;0;0
7791844;1;1
20125532;1;1
12916983;0;0
6619539;1;1
24853555;0;0
1692250;1;1
11625255;1;1
41419797;1;1
29643053;1;1
14381236;0;0
18668204;1;1
741619;0;0
8385688;1;1
33276903;0;0
1920218;0;0
19361751;1;1
10072395;1;1
18359389;1;1
18802015;0;0
25422202;1;1
35957900;1;1
30037947;1;1
37595681;1;1
31704146;1;1
5966053;1;1
982192;1;1
6130287;1;1
1869266;1;1
19048046;0;0
20430243;0;0
39943144;0;0
23977504;1;1
42502068;1;1
40399664;1;1
12960229;1;1
18860391;0;0
31087989;0;0
25786957;1;1
28744339;0;0
8490979;1;1
31072873;0;0
27658443;1;1
8563382;1;1
3086684;0;0
21611569;1;1
32345748;0;0
12662959;0;0
22716689;1;1
17374319;1;1
14853184;1;1
18007021;1;1
9722284;0;0
32953087;1;1
35957666;1;1
9753049;1;1
22196574;1;1
11232320;1;1
7648688;1;1
18086130;0;0
6788590;0;0
1740421;1;1
29647327;1;1
36332581;1;1
28248693;1;1
5983931;1;1
9515746;0;0
9591313;0;0
8494304;1;1
8330748;1;1
28433001;0;0
22220325;1;1
17776555;0;0
18374965;1;1
26896492;0;0
26761343;0;0
25975325;1;1
307941;1;1
7686950;1;1
30472027;1;1
17381971;1;1
18688564;0;0
37529516;0;0
44500074;0;0
22169108;0;0
6474022;1;1
13130918;1;1
18901050;0;0
10948968;1;1
2189091;0;0
43763372;0;0
8896511;0;0
31171517;0;0
541642;1;1
27461761;1;1
8478941;0;0
31020973;1;1
29977394;0;0
27615768;1;1
22785889;1;1
19339417;1;1
41322555;1;1
970339;0;0
33054630;1;1
19501698;0;0
9245056;1;1
22285100;0;0
24852696;0;0
30466904;1;1
13921013;1;1
27889482;1;1
31766630;0;0
29592166;1;1
2139157;0;0
3450844;1;1
11905435;1;1
12792154;1;1
23528511;1;1
21633120;1;1
23461307;0;0
831935;1;1
23984628;1;1
35152817;1;1
1345294;0;0
26287737;1;1
35835057;1;1
20992442;1;1
9771364;0;0
27983989;1;1
35869057;1;1
23244000;1;1
24464246;0;0
34507526;1;1
5996569;1;1
32770066;1;1
22240027;1;1
5977215;1;1
28074709;0;0
18949402;1;1
24800630;1;1
23995354;1;1
832500;0;0
30619571;1;1
24097576;1;1
7823532;1;1
472176;1;1
27645685;0;0
23274725;1;1
35983484;0;0
12245603;1;1
35171427;1;1
25091753;1;1
19048243;1;1
12814991;1;1
26242412;1;1
11242652;1;1
19886160;1;1
17897167;0;0
33065104;0;0
26086911;0;0
12123409;1;1
8677621;0;0
3950336;1;1
10751545;0;0
18954228;1;1
29391494;1;1
11995493;1;1
11566832;0;0
45051784;0;0
1274098;0;0
39816700;0;0
37095533;1;1
29473507;0;0
22415493;0;0
11453218;1;1
29183135;1;1
25218007;1;1
28804258;0;0
40346380;0;0
18940751;0;0
23215673;0;0
44697189;1;1
18090124;0;0
21260614;1;1
36447560;1;1
32907020;0;0
36423831;1;1
28657430;1;1
4767597;1;1
40977269;0;0
16230471;1;1
4823418;0;0
8512287;0;0
21958682;0;0
35735232;1;1
5802143;0;0
41623466;1;1
12326101;0;0
38022433;0;0
212394;1;1
28234740;1;1
34644016;0;0
40116499;0;0
39447648;0;0
26872707;1;1
25333964;1;1
41183860;1;1
40455907;1;1
19516936;1;1
19172811;1;1
12617295;1;1
9728528;0;0
29497191;1;1
1440585;1;1
25020961;1;1
34709961;1;1
23853092;1;1
36690867;0;0
23530704;1;1
25964813;1;1
31154175;1;1
4107373;1;1
27279353;1;1
10262832;1;1
42117078;1;1
17507751;1;1
12620987;1;1
19910701;1;1
9971269;1;1
17385773;0;0
20575489;0;0
3196255;1;1
25195002;1;1
24472405;1;1
5811040;1;1
24847495;1;1
20333943;1;1
522603;1;1
18174694;1;1
36391263;1;1
28254407;0;0
1727272;1;1
33264057;0;0
18762881;1;1
10185600;1;1
515066;0;0
28270135;1;1
12255789;1;1
31690919;1;1
43323806;1;1
26161568;0;0
7688055;1;1
9666096;1;1
35037784;0;0
23568262;0;0
11981531;1;1
12955426;1;1
14063796;1;1
4865516;0;0
36318108;1;1
9736858;0;0
562475;1;1
1794527;1;1
33029879;1;1
12411642;1;1
28551726;1;1
11659861;1;1
24123061;1;1
2054551;1;1
34592901;1;1
31938203;1;1
23715838;1;1
36126271;0;0
22087023;0;0
37875761;0;0
27996146;0;0
40496246;1;1
12406356;1;1
18311872;1;1
26051458;1;1
26186047;1;1
23896518;0;0
21577966;0;0
8666485;1;1
8654279;1;1
12798581;1;1
12230709;0;0
41356944;1;1
28812475;1;1
26796008;0;0
35810084;1;1
37957140;1;1
36194840;1;1
23724287;1;1
1940405;1;1
8595561;0;0
13283284;1;1
36843439;1;1
42892343;0;0
10774422;1;1
36509142;1;1
4464119;1;1
23792354;1;1
38343011;1;1
33696113;1;1
11132739;1;1
6989236;1;1
21392386;0;0
22439471;1;1
24143801;1;1
33054863;1;1
8866423;0;0
302588;0;0
12693365;1;1
10208672;0;0
12141635;1;1
21974717;1;1
18346326;0;0
25890474;0;0
44298001;1;1
18645310;1;1
35852773;0;0
26888969;1;1
